order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_speed,discount_bucket,total_cost_ratio,order_value_segment,returned_flag,past_orders,past_returns,product_orders_cum,product_returns_cum,product_return_rate,days_since_last_order,last_return_date,days_since_last_return,returns_last3,category_return_rate,delivery_speed_bucket,discount_category,price_per_unit,customer_tenure_days,order_month,order_weekday
O126732,C15275,P222214,Fashion,19.06,0.15,1,Debit Card,2023-09-12,5,East,No,16.2,4.17,1.5,28,Male,5,High Discount,0.2424418604651163,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.0828269907259354,Normal,High Discount_Fashion,19.06,0,9,1
O125653,C17148,P209319,Home,232.13,0.1,2,Debit Card,2023-09-12,4,Central,No,417.83,9.24,107.75,56,Male,4,Low Discount,0.02206145691569372,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,Low Discount_Home,116.065,0,9,1
O121470,C13140,P211232,Beauty,4.16,0.0,2,UPI,2023-09-12,6,Central,No,8.32,2.4,1.34,41,Male,6,No Discount,0.2575107296137339,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.03777723616865708,Slow,No Discount_Beauty,2.08,0,9,1
O104739,C14009,P248886,Fashion,9.0,0.05,1,COD,2023-09-12,5,Central,No,8.55,2.9,0.09,62,Male,5,Low Discount,0.3036649214659686,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.0828269907259354,Normal,Low Discount_Fashion,9.0,0,9,1
O110637,C14169,P246905,Home,27.16,0.05,1,Credit Card,2023-09-12,4,West,No,25.8,5.16,2.06,54,Female,4,Low Discount,0.1925373134328358,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,Low Discount_Home,27.16,0,9,1
O122368,C15596,P229168,Grocery,22.11,0.0,4,Credit Card,2023-09-12,7,East,No,88.44,6.65,0.43,30,Male,7,No Discount,0.07435152057245081,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Slow,No Discount_Grocery,5.5275,0,9,1
O128668,C10877,P225053,Sports,54.82,0.0,2,Credit Card,2023-09-12,7,East,No,109.64,5.72,27.17,26,Male,7,No Discount,0.05169920462762111,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Slow,No Discount_Sports,27.41,0,9,1
O129908,C11746,P218030,Toys,5.9,0.0,2,Credit Card,2023-09-12,6,East,No,11.8,3.55,1.17,32,Female,6,No Discount,0.27734374999999994,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.04944666823640217,Slow,No Discount_Toys,2.95,0,9,1
O109940,C10109,P218334,Toys,28.33,0.05,1,Credit Card,2023-09-13,4,North,No,26.91,6.53,4.23,55,Male,4,Low Discount,0.23396632031529918,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.04944666823640217,Normal,Low Discount_Toys,28.33,0,9,2
O105234,C11673,P242897,Beauty,54.45,0.0,1,Credit Card,2023-09-13,4,North,No,54.45,7.47,17.03,23,Female,4,No Discount,0.13471596032461677,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.03777723616865708,Normal,No Discount_Beauty,54.45,0,9,2
O125210,C11203,P225918,Grocery,10.37,0.0,1,COD,2023-09-13,4,West,No,10.37,2.3,-1.47,47,Male,4,No Discount,0.2022867194371152,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Normal,No Discount_Grocery,10.37,0,9,2
O134213,C16992,P245663,Home,89.19,0.1,1,Credit Card,2023-09-13,7,West,No,80.27,8.04,14.44,33,Male,7,Low Discount,0.09892949427833148,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Slow,Low Discount_Home,89.19,0,9,2
O109060,C17769,P206486,Home,140.53,0.15,2,UPI,2023-09-13,5,East,No,238.9,7.93,58.96,33,Female,5,High Discount,0.033055439766569404,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,High Discount_Home,70.265,0,9,2
O105406,C12783,P224791,Fashion,200.31,0.0,1,UPI,2023-09-13,8,West,No,200.31,7.99,62.12,18,Male,8,No Discount,0.039690030301525014,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.0828269907259354,Very Slow,No Discount_Fashion,200.31,0,9,2
O103077,C17822,P212794,Toys,11.34,0.1,1,Debit Card,2023-09-13,3,North,No,10.21,2.4,1.68,40,Male,3,Low Discount,0.21409455842997321,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.04944666823640217,Fast,Low Discount_Toys,11.34,0,9,2
O110849,C13258,P235304,Fashion,15.33,0.1,1,Credit Card,2023-09-13,4,Central,No,13.8,3.99,0.84,69,Female,4,Low Discount,0.2695945945945946,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.0828269907259354,Normal,Low Discount_Fashion,15.33,0,9,2
O122478,C12773,P230267,Home,90.98,0.0,2,Credit Card,2023-09-13,3,North,No,181.96,7.01,43.94,45,Female,3,No Discount,0.038314385658067336,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Fast,No Discount_Home,45.49,0,9,2
O112375,C14725,P208502,Home,18.35,0.0,1,Credit Card,2023-09-13,5,West,No,18.35,5.0,0.14,34,Female,5,No Discount,0.25839793281653745,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,No Discount_Home,18.35,0,9,2
O123691,C11386,P206968,Grocery,13.94,0.0,1,Wallet,2023-09-13,5,Central,No,13.94,4.73,-3.61,28,Female,5,No Discount,0.3165997322623829,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Normal,No Discount_Grocery,13.94,0,9,2
O128896,C12015,P229027,Fashion,26.75,0.0,1,Credit Card,2023-09-13,6,East,No,26.75,5.48,3.88,35,Female,6,No Discount,0.1974774774774775,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0828269907259354,Slow,No Discount_Fashion,26.75,0,9,2
O104640,C12658,P212008,Sports,260.27,0.0,1,PayPal,2023-09-13,7,South,No,260.27,7.83,70.25,46,Male,7,No Discount,0.029968997588701345,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Slow,No Discount_Sports,260.27,0,9,2
O126561,C17762,P201693,Toys,10.28,0.15,1,UPI,2023-09-13,5,East,No,8.74,4.06,-0.56,48,Male,5,High Discount,0.4168377823408624,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.04944666823640217,Normal,High Discount_Toys,10.28,0,9,2
O104638,C15777,P204834,Electronics,330.56,0.0,2,Credit Card,2023-09-13,6,Central,No,661.12,7.87,71.46,19,Male,6,No Discount,0.011886062949314324,Very High,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.07297734627831715,Slow,No Discount_Electronics,165.28,0,9,2
O131423,C14188,P201977,Sports,179.99,0.1,1,UPI,2023-09-13,4,West,No,161.99,8.18,40.42,56,Male,4,Low Discount,0.05018712804466531,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Normal,Low Discount_Sports,179.99,0,9,2
O106871,C16034,P238232,Sports,268.99,0.0,2,Credit Card,2023-09-13,6,Central,No,537.98,9.65,151.74,41,Female,6,No Discount,0.01790418939478274,Very High,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Slow,No Discount_Sports,134.495,0,9,2
O134306,C15319,P227907,Home,11.22,0.3,1,UPI,2023-09-13,4,South,No,7.85,3.56,-1.36,67,Male,4,High Discount,0.40225988700564974,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,High Discount_Home,11.22,0,9,2
O118804,C16116,P218679,Electronics,535.5,0.3,2,UPI,2023-09-13,5,East,No,749.7,10.24,79.72,33,Male,5,High Discount,0.013640602104702278,Very High,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.07297734627831715,Normal,High Discount_Electronics,267.75,0,9,2
O112148,C16471,P204668,Sports,399.65,0.05,1,Credit Card,2023-09-13,5,South,No,379.67,9.17,104.73,23,Female,5,Low Discount,0.024089106049859456,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Normal,Low Discount_Sports,399.65,0,9,2
O100840,C15293,P210464,Beauty,9.49,0.0,1,Wallet,2023-09-13,5,South,No,9.49,3.45,0.82,59,Female,5,No Discount,0.328884652049571,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.03777723616865708,Normal,No Discount_Beauty,9.49,0,9,2
O104893,C13119,P241347,Home,81.82,0.0,1,Credit Card,2023-09-13,4,South,No,81.82,8.56,14.35,35,Female,4,No Discount,0.10335667713112776,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,No Discount_Home,81.82,0,9,2
O120807,C10658,P201271,Grocery,11.77,0.0,2,PayPal,2023-09-13,6,South,No,23.54,4.28,-2.4,39,Male,6,No Discount,0.17440912795436025,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Slow,No Discount_Grocery,5.885,0,9,2
O103694,C11284,P235587,Home,146.35,0.05,2,PayPal,2023-09-13,4,South,No,278.06,8.67,69.19,53,Female,4,Low Discount,0.031068587400559018,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.05649717514124294,Normal,Low Discount_Home,73.175,0,9,2
O115971,C13702,P207755,Toys,6.59,0.0,1,Credit Card,2023-09-13,3,Central,No,6.59,4.23,-1.59,55,Male,3,No Discount,0.557312252964427,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.04944666823640217,Fast,No Discount_Toys,6.59,0,9,2
O107372,C11326,P244594,Beauty,8.68,0.0,1,Debit Card,2023-09-13,3,Central,No,8.68,2.37,1.54,29,Male,3,No Discount,0.24483471074380167,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.03777723616865708,Fast,No Discount_Beauty,8.68,0,9,2
O128634,C12883,P232052,Sports,156.54,0.0,1,COD,2023-09-13,5,West,No,156.54,5.85,41.11,20,Male,5,No Discount,0.0371334264313825,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Normal,No Discount_Sports,156.54,0,9,2
O104642,C10374,P247229,Electronics,1370.05,0.05,2,Credit Card,2023-09-13,7,East,Yes,2603.09,9.94,302.43,19,Female,7,Low Discount,0.0038170723746107083,Very High,1,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.07297734627831715,Slow,Low Discount_Electronics,685.025,0,9,2
O107151,C15320,P219048,Electronics,426.53,0.2,1,Debit Card,2023-09-13,4,Central,No,341.22,9.81,31.14,49,Female,4,High Discount,0.02866577055695167,High Value,0,0,1,0,1,0.0,9999.0,,9999.0,0.0,0.07297734627831715,Normal,High Discount_Electronics,426.53,0,9,2
O122735,C17627,P241764,Home,261.36,0.0,1,PayPal,2023-09-13,3,North,No,261.36,8.67,64.51,51,Other,3,No Discount,0.03304619606647355,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Fast,No Discount_Home,261.36,0,9,2
O132310,C12098,P237474,Grocery,4.71,0.0,2,UPI,2023-09-13,3,Central,No,9.42,3.98,-3.23,63,Female,3,No Discount,0.381957773512476,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Fast,No Discount_Grocery,2.355,0,9,2
O130758,C13254,P227359,Electronics,267.93,0.05,2,Credit Card,2023-09-13,5,South,Yes,509.07,8.58,52.51,25,Female,5,Low Discount,0.016821220616778088,Very High,1,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.07297734627831715,Normal,Low Discount_Electronics,133.965,0,9,2
O132212,C15123,P200654,Home,47.22,0.0,1,Debit Card,2023-09-13,5,Central,No,47.22,5.38,7.84,58,Male,5,No Discount,0.11157196184155951,Low Value,0,0,1,0,1,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,No Discount_Home,47.22,0,9,2
O117130,C10921,P242365,Beauty,4.21,0.0,1,Credit Card,2023-09-13,4,Central,No,4.21,2.64,-0.75,22,Female,4,No Discount,0.506717850287908,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.03777723616865708,Normal,No Discount_Beauty,4.21,0,9,2
O113893,C16811,P213268,Electronics,265.95,0.0,1,Debit Card,2023-09-13,4,Central,No,265.95,8.9,23.01,40,Male,4,No Discount,0.03333957669975651,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.07297734627831715,Normal,No Discount_Electronics,265.95,0,9,2
O104411,C16581,P224250,Sports,44.14,0.15,1,Credit Card,2023-09-13,6,East,No,37.52,5.11,6.15,41,Male,6,High Discount,0.13265835929387332,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Slow,High Discount_Sports,44.14,0,9,2
O109990,C13257,P212478,Beauty,34.06,0.0,1,Debit Card,2023-09-13,7,East,No,34.06,4.39,10.94,63,Male,7,No Discount,0.12521391899600684,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.03777723616865708,Slow,No Discount_Beauty,34.06,0,9,2
O133059,C14122,P248139,Toys,22.06,0.1,1,UPI,2023-09-13,5,South,No,19.85,5.14,2.8,69,Male,5,Low Discount,0.2465227817745803,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.04944666823640217,Normal,Low Discount_Toys,22.06,0,9,2
O124651,C15563,P216523,Fashion,114.01,0.0,1,Debit Card,2023-09-13,5,West,No,114.01,7.3,32.6,65,Female,5,No Discount,0.06347274150073906,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0828269907259354,Normal,No Discount_Fashion,114.01,0,9,2
O101751,C12198,P218281,Fashion,87.85,0.2,1,Debit Card,2023-09-13,4,Central,No,70.28,5.07,19.53,66,Female,4,High Discount,0.07112794612794614,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0828269907259354,Normal,High Discount_Fashion,87.85,0,9,2
O101494,C15237,P217977,Fashion,22.22,0.1,1,Credit Card,2023-09-13,6,East,No,20.0,6.1,0.9,43,Female,6,Low Discount,0.29047619047619044,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0828269907259354,Slow,Low Discount_Fashion,22.22,0,9,2
O122067,C15836,P213065,Electronics,984.08,0.15,1,Credit Card,2023-09-13,5,South,No,836.47,10.98,89.4,20,Female,5,High Discount,0.013110917405996634,Very High,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.07297734627831715,Normal,High Discount_Electronics,984.08,0,9,2
O120187,C14748,P234393,Electronics,57.44,0.0,5,Debit Card,2023-09-13,5,West,No,287.2,8.55,25.91,55,Male,5,No Discount,0.029666897987508677,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.07297734627831715,Normal,No Discount_Electronics,11.488,0,9,2
O130216,C17416,P201075,Fashion,9.91,0.1,1,UPI,2023-09-13,6,East,No,8.92,2.45,0.67,26,Female,6,Low Discount,0.24697580645161293,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0828269907259354,Slow,Low Discount_Fashion,9.91,0,9,2
O127763,C12102,P245423,Home,164.9,0.15,2,Credit Card,2023-09-14,4,North,No,280.33,7.91,70.58,48,Female,4,High Discount,0.02811644687733267,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,High Discount_Home,82.45,0,9,3
O122616,C17069,P208061,Electronics,227.27,0.2,1,UPI,2023-09-14,5,South,No,181.82,7.65,14.17,47,Male,5,High Discount,0.04184443715129636,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.07297734627831715,Normal,High Discount_Electronics,227.27,0,9,3
O120693,C13549,P247457,Fashion,6.99,0.0,1,Credit Card,2023-09-14,3,Central,No,6.99,1.05,1.4,60,Male,3,No Discount,0.13141426783479349,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.0828269907259354,Fast,No Discount_Fashion,6.99,0,9,3
O130760,C12064,P225347,Fashion,38.39,0.15,1,Credit Card,2023-09-14,5,North,No,32.63,4.51,6.91,69,Male,5,High Discount,0.1341064525721082,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.0828269907259354,Normal,High Discount_Fashion,38.39,0,9,3
O126370,C10705,P247515,Electronics,364.24,0.0,1,Wallet,2023-09-14,4,North,No,364.24,10.08,33.63,48,Other,4,No Discount,0.02759829153433359,High Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.07297734627831715,Normal,No Discount_Electronics,364.24,0,9,3
O121901,C15907,P218169,Fashion,13.97,0.0,1,COD,2023-09-14,7,South,No,13.97,1.29,3.6,64,Male,7,No Discount,0.08617234468937876,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0828269907259354,Slow,No Discount_Fashion,13.97,0,9,3
O122779,C16516,P249555,Grocery,14.22,0.15,1,Debit Card,2023-09-14,4,West,No,12.09,4.75,-3.78,27,Female,4,High Discount,0.36287242169595113,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Normal,High Discount_Grocery,14.22,0,9,3
O122964,C12435,P215311,Home,125.47,0.05,1,Credit Card,2023-09-14,6,West,Yes,119.2,7.04,26.34,51,Male,6,Low Discount,0.05856905158069883,Mid Value,1,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Slow,Low Discount_Home,125.47,0,9,3
